BFRA,30-Oct-2020,6.74,6.89,6.31,6.35,47600
BFST,30-Oct-2020,16.65,16.96,16.19,16.61,28800
BGCP,30-Oct-2020,2.9,2.97,2.87,2.95,4831400
BGFV,30-Oct-2020,7.2,7.61,6.84,7.34,1145000
BGNE,30-Oct-2020,293.78,297.8139,287.345,296.52,253600
BGRN,30-Oct-2020,55.92,55.92,55.855,55.9,23600
BHAT,30-Oct-2020,0.83,0.83,0.7615,0.78,212300
BHF,30-Oct-2020,31.54,33.31,31.54,33.1,1329900
BHFAL,30-Oct-2020,26.7775,26.7775,26.2,26.36,78800
BHFAO,30-Oct-2020,27.22,27.44,26.825,27.32,62200
BHFAP,30-Oct-2020,26.42,26.51,26.2,26.51,53500
BHTG,30-Oct-2020,1.17,1.28,1.15,1.16,642300
BIB,30-Oct-2020,66.04,66.55,63.03,64.7,113200
BIDU,30-Oct-2020,131,133.31,130.47,133.05,5496500
BIGC,30-Oct-2020,79,79.6634,72.56,73.4,1449000
BIIB,30-Oct-2020,247.26,252.21,243.7301,252.07,1413700
BILI,30-Oct-2020,45.4,46.69,44.32,44.67,2884600
BIMI,30-Oct-2020,1.81,1.84,1.7801,1.8,460300
BIOC,30-Oct-2020,4.37,4.4,4.22,4.32,257900
BIOL,30-Oct-2020,0.2682,0.2729,0.26,0.26,1268700
BIS,30-Oct-2020,32.25,33.5,31.8082,32.73,96300
BIVI,30-Oct-2020,8.315,8.3999,7.91,7.97,41700
BJK,30-Oct-2020,36.76,36.76,36.35,36.56,6400
BJRI,30-Oct-2020,28.31,28.88,27.7,28.21,363200
BKCC,30-Oct-2020,2.42,2.435,2.32,2.34,226800
BKEP,30-Oct-2020,1.38,1.39,1.34,1.39,26100
BKEPP,30-Oct-2020,6.02,6.09,5.99,5.99,8500
BKNG,30-Oct-2020,1620.78,1634.96,1591.1,1622.5,411500
BKSC,30-Oct-2020,16.79,16.995,16.26,16.65,7000
BKYI,30-Oct-2020,0.42,0.4286,0.4,0.4093,1630000
BL,30-Oct-2020,97.25,99.92,93.75,97.68,1378000
